arxiv,title,journal,doi,year
1506.06020,Search for heavy Majorana neutrinos with the ATLAS detector in pp collisions at $\sqrt{s} = 8$ TeV,JHEP07(2015)162,10.1007/JHEP07(2015)162,2015
1809.11105,Search for heavy Majorana or Dirac neutrinos and right-handed $W$ gauge bosons in final states with two charged leptons and two jets at $\sqrt{s}$ = 13 TeV with the ATLAS detector,JHEP 01(2019) 016,10.1007/JHEP01(2019)016,2018
1904.12679,Search for a right-handed gauge boson decaying into a high-momentum heavy neutrino and a charged lepton in $pp$ collisions with the ATLAS detector at $\sqrt{s}=13$ TeV,Phys. Lett. B 798 (2019) 134942,10.1016/j.physletb.2019.134942,2019
2304.09553,Search for heavy Majorana or Dirac neutrinos and right-handed $W$ gauge bosons in final states with charged leptons and jets in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Eur. Phys. J. C 83 (2023) 1164,10.1140/epjc/s10052-023-12021-9,2023
1311.2006,Search for Quantum Black-Hole Production in High-Invariant-Mass Lepton+Jet Final States Using Proton-Proton Collisions at sqrt(s) = 8 TeV and the ATLAS Detector,"Phys. Rev. Lett 112, 091804 (2014)",10.1103/PhysRevLett.112.091804,2013
2307.14967,Search for quantum black hole production in lepton+jet final states using proton-proton collisions at $\sqrt{s}$ = 13 TeV with the ATLAS detector,Phys. Rev. D 109 (2024) 032010,10.1103/PhysRevD.109.032010,2023
2604.19495,Search for quantum black holes in lepton+jet final states using proton-proton collisions at $\sqrt{s}=13.6$ TeV with the ATLAS detector,,,2026
2507.03650,Search for resonant leptoquark production via lepton-jet signatures in $pp$ collisions at $\sqrt{s} = 13$ TeV and $\sqrt{s} = 13.6$ TeV with the ATLAS detector,JHEP 12 (2025) 180,10.1007/JHEP12(2025)180,2025
1506.01291,Search for heavy lepton resonances decaying to a $Z$ boson and a lepton in $pp$ collisions at $\sqrt{s}=8$ TeV with the ATLAS detector,JHEP09(2015)108,10.1007/JHEP09(2015)108,2015
1501.03276,Search for Higgs and $Z$ Boson Decays to $J/ψγ$ and $Υ(nS)γ$ with the ATLAS Detector,"Phys. Rev. Lett. 114, 121801 (2015)",10.1103/PhysRevLett.114.121801,2015
1607.03400,"Search for Higgs and $Z$ Boson Decays to $φ\,γ$ with the ATLAS Detector","Phys. Rev. Lett. 117, 111802 (2016)",10.1103/PhysRevLett.117.111802,2016
1712.02758,Search for exclusive Higgs and $Z$ boson decays to $φγ$ and $ργ$ with the ATLAS detector,JHEP 07 (2018) 127,10.1007/JHEP07(2018)127,2017
1807.00802,"Searches for exclusive Higgs and $Z$ boson decays into $J/ψγ$, $ψ(2S)γ$, and $Υ(nS)γ$ at $\sqrt{s}=13$ TeV with the ATLAS detector",Phys. Lett. B 786 (2018) 134,10.1016/j.physletb.2018.09.024,2018
2208.03122,Searches for exclusive Higgs and $Z$ boson decays into a vector quarkonium state and a photon using $139$ fb$^{-1}$ of ATLAS $\sqrt{s}=13$ TeV proton$-$proton collision data,Eur. Phys. J. C 83 (2023) 781,10.1140/epjc/s10052-023-11869-1,2022
2301.09938,Search for exclusive Higgs and $Z$ boson decays to $ωγ$ and Higgs boson decays to $K^{*}γ$ with the ATLAS detector,Phys. Lett. B. 847 (2023) 138292,10.1016/j.physletb.2023.138292,2023
2402.18731,Searches for exclusive Higgs boson decays into $D^*γ$ and $Z$ boson decays into $D^0γ$ and $K^0_sγ$ in $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,Phys. Lett. B 855 (2024) 138762,10.1016/j.physletb.2024.138762,2024
1210.5070,Search for doubly-charged Higgs bosons in like-sign dilepton final states at sqrt(s) = 7 TeV with the ATLAS detector,Eur.Phys.J. C72 (2012) 2244,10.1140/epjc/s10052-012-2244-2,2012
1412.0237,Search for anomalous production of prompt same-sign lepton pairs and pair-produced doubly charged Higgs bosons with $\sqrt{s} = 8$ TeV $pp$ collisions using the ATLAS detector,JHEP 03 (2015) 041,10.1007/JHEP03(2015)041,2014
1710.09748,Search for doubly charged Higgs boson production in multi-lepton final states with the ATLAS detector using proton-proton collisions at $\sqrt{s}$ = 13 TeV,Eur. Phys. J. C 78 (2018) 199,10.1140/EPJC/S10052-018-5661-Z,2017
1808.01899,Search for doubly charged scalar bosons decaying into same-sign $W$ boson pairs with the ATLAS detector,Eur. Phys. J. C (2019) 79: 58,10.1140/epjc/s10052-018-6500-y,2018
2101.11961,Search for doubly and singly charged Higgs bosons decaying into vector bosons in multi-lepton final states with the ATLAS detector using proton-proton collisions at $\sqrt{s}$ = 13 TeV,JHEP 06 (2021) 146,10.1007/JHEP06(2021)146,2021
2211.07505,Search for doubly charged Higgs boson production in multi-lepton final states using 139 fb$^{-1}$ of proton-proton collisions at $\sqrt{s}$ = 13 TeV with the ATLAS detector,Eur. Phys. J C 83 (2023) 605,10.1140/epjc/s10052-023-11578-9,2022
1905.09787,Search for heavy neutral leptons in decays of $W$ bosons produced in 13 TeV $pp$ collisions using prompt and displaced signatures with the ATLAS detector,JHEP 10 (2019) 265,10.1007/JHEP10(2019)265,2019
2204.11988,Search for heavy neutral leptons in decays of $W$ bosons using a dilepton displaced vertex in $\sqrt{s}=13$ TeV $pp$ collisions with the ATLAS detector,Phys. Rev. Lett. 131 (2023) 061803,10.1103/PhysRevLett.131.061803,2022
2503.16213,Search for heavy neutral leptons in decays of W bosons using leptonic and semi-leptonic displaced vertices in $\sqrt{s} = 13$ TeV $pp$ collisions with the ATLAS detector,JHEP 07 (2025) 196,10.1007/JHEP07(2025)196,2025
2508.20929,Search for heavy neutral leptons in decays of W bosons produced in 13 TeV pp collisions using prompt signatures in the ATLAS detector,Eur.Phys.J. C 86 (2026) 153,10.1140/epjc/s10052-025-15191-w,2025
2508.19778,Search for Beyond the Standard Model physics with anomaly detection in multilepton final states in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Eur. Phys. J. C 86 (2026) 247,10.1140/epjc/s10052-025-15218-2,2025
2211.08945,Search for new phenomena in multi-body invariant masses in events with at least one isolated lepton and two jets using $\sqrt{s} = 13$ TeV proton-proton collision data collected by the ATLAS detector,JHEP 07 (2023) 202,10.1007/JHEP07(2023)202,2022
2307.01612,Search for new phenomena in two-body invariant mass distributions using unsupervised machine learning for anomaly detection at $\sqrt{s} = 13$ TeV with the ATLAS detector,Phys. Rev. Lett. 132 (2024) 081801,10.1103/PhysRevLett.132.081801,2023
2306.07413,Search for Dark Photons in Rare $Z$ Boson Decays with the ATLAS Detector,Phys. Rev. Lett. 131 (2023) 251801,10.1103/PhysRevLett.131.251801,2023
2304.12885,Search in diphoton and dielectron final states for displaced production of Higgs or $Z$ bosons with the ATLAS detector in $\sqrt{s} = 13$ TeV $pp$ collisions,Phys. Rev. D 108 (2023) 012012,10.1103/PhysRevD.108.012012,2023
