arxiv,abstract
1602.05606,"A search for singly produced vector-like $Q$ quarks, where $Q$ can be either a $T$ quark with charge $+2/3$ or a $Y$ quark with charge $-4/3$, is performed in proton-proton collisions recorded with the ATLAS detector at the LHC. The dataset corresponds to an integrated luminosity of 20.3 fb$^{-1}$ and was produced with a centre-of-mass energy of $\sqrt{s}=8$ TeV. This analysis targets $Q \to Wb$ decays where the $W$ boson decays leptonically. A veto on massive large-radius jets is used to reject the dominant $t\bar{t}$ background. The reconstructed $Q$-candidate mass, ranging from 0.4 to 1.2 TeV, is used in the search to discriminate signal from background processes. No significant deviation from the Standard Model expectation is observed, and limits are set on the $Q \to Wb$ cross-section times branching ratio. The results are also interpreted as limits on the $QWb$ coupling and the mixing with the Standard Model sector for a singlet $T$ quark or a $Y$ quark from a doublet. $T$ quarks with masses below 0.95 TeV are excluded at 95% confidence level, assuming a unit coupling and a BR$(T\rightarrow Wb) = 0.5$, whereas the expected limit is 1.10 TeV."
1602.06034,"A search is performed for the process $pp \to G^* \to B_H\bar b/\bar B_H b \to H b \bar b \to b\bar bb\bar b$, predicted in composite Higgs scenarios, where $G^*$ is a heavy colour octet vector resonance and $B_H$ a vector-like quark of charge $-1/3$. The data were obtained from $pp$ collisions at a centre-of-mass energy of 8 TeV corresponding to an integrated luminosity of 19.5 fb$^{-1}$, recorded by the ATLAS detector at the LHC. The largest background, multijet production, is estimated using a data-driven method. No significant excess of events with respect to Standard Model predictions is observed, and upper limits on the production cross section times branching ratio are set. Comparisons to the predictions from a specific benchmark model are made, resulting in lower mass limits in the two-dimensional mass plane of $m_{G^*}$ vs. $m_{B_H}$."
1812.07343,"A search for singly produced vector-like quarks $Q$, where $Q$ can be either a $T$ quark with charge $+2/3$ or a $Y$ quark with charge $-4/3$, is performed in proton-proton collision data at a centre-of-mass energy of 13 TeV corresponding to an integrated luminosity of $36.1 \text{fb}^{-1}$, recorded with the ATLAS detector at the LHC in 2015 and 2016. The analysis targets $Q \to Wb$ decays where the $W$ boson decays leptonically. No significant deviation from the expected Standard Model background is observed. Upper limits are set on the $QWb$ coupling strength and the mixing between the Standard Model sector and a singlet $T$ quark or a $Y$ quark from a $(B,Y)$ doublet or a $(T,B,Y)$ triplet, taking into account the interference effects with the Standard Model background. The upper limits set on the mixing angle are as small as $|\sin{θ_{\text{L}}}|= 0.18$ for a singlet $T$ quark of mass 800 GeV, $|\sin{θ_{\text{R}}}|= 0.17$ for a $Y$ quark of mass 800 GeV in a $(B,Y)$ doublet model and $|\sin{θ_{\text{L}}}|= 0.16$ for a $Y$ quark of mass 800 GeV in a $(T,B,Y)$ triplet model. Within a $(B,Y)$ doublet model, the limits set on the mixing parameter $|\sin{θ_{\text{R}}}|$ are comparable with the exclusion limits from electroweak precision observables in the mass range between about 900 GeV and 1250 GeV."
2201.07045,"A search is made for a vector-like $T$ quark decaying into a Higgs boson and a top quark in 13 TeV proton-proton collisions using the ATLAS detector at the Large Hadron Collider with a data sample corresponding to an integrated luminosity of 139 fb$^{-1}$. The Higgs-boson and top-quark candidates are identified in the all-hadronic decay mode, where $H\to b\bar{b}$ and $t\to b W \to b q \bar{q}^\prime$ are reconstructed as large-radius jets. The candidate Higgs boson, top quark, and associated B-hadrons are identified using tagging algorithms. No significant excess is observed above the background, so limits are set on the production cross-section of a singlet $T$ quark at 95% confidence level, depending on the mass, $m_T$, and coupling, $κ_T$, of the vector-like $T$ quark to Standard Model particles. In the considered mass range between 1.0 and 2.3 TeV, the upper limit on the allowed coupling values increases with $m_T$ from a minimum value of 0.35 for 1.07 &lt; $m_T$ &lt; 1.4 TeV to 1.6 for $m_T$ = 2.3 TeV."
2305.03401,"This paper describes a search for the single production of an up-type vector-like quark ($T$) decaying as $T \rightarrow Ht$ or $T \rightarrow Zt$. The search utilises a dataset of $pp$ collisions at $\sqrt{s}=13$ TeV collected with the ATLAS detector during the 2015-2018 data-taking period of the Large Hadron Collider, corresponding to an integrated luminosityof 139 fb$^{-1}$. Data are analysed in final states containing a single lepton with multiple jets and $b$-jets. The presence of boosted heavy resonances in the event is exploited to discriminate the signal from the Standard Model background. No significant excess above the Standard Model expectation is observed, and 95% CL upper limits are set on the production cross section of $T$ quarks in different decay channels. The results are interpreted in several benchmark scenarios to set limits on the mass and universal coupling strength ($κ$) of the vector-like quark. For singlet $T$ quarks, $κ$ values above 0.53 are excluded for all masses below 2.3 TeV. At a mass of 1.6 TeV, $κ$ values as low as 0.35 are excluded. For $T$ quarks in the doublet scenario, where the production cross section is much lower, $κ$ values above 0.72 are excluded for all masses below 1.7 TeV, and this exclusion is extended to $κ$ above 0.55 for low masses around 1.0 TeV."
2308.02595,"A search is presented for single production of a vector-like $B$ quark decaying into a Standard Model $b$-quark and a Standard Model Higgs boson, which decays into a $b\bar{b}$ pair. The search is carried out in 139 fb$^{-1}$ of $\sqrt{s} = 13$ TeV proton-proton collision data collected by the ATLAS detector at the LHC between 2015 and 2018. No significant deviation from the Standard Model background prediction is observed, and mass-dependent exclusion limits at the 95% confidence level are set on the resonance production cross-section in several theoretical scenarios determined by the couplings $c_W$, $c_Z$ and $c_H$ between the $B$ quark and the Standard Model $W$, $Z$ and Higgs bosons, respectively. For a vector-like $B$ occurring as an isospin singlet, the search excludes values of $c_W$ greater than 0.45 for a $B$ resonance mass ($m_B$) between 1.0 and 1.2 TeV. For 1.2 TeV &lt; $m_B$ &lt; 2.0 TeV, $c_W$ values larger than 0.50-0.65 are excluded. If the $B$ occurs as part of a $(B,Y)$ doublet, the smallest excluded $c_Z$ coupling values range between 0.3 and 0.5 across the investigated resonance mass range 1.0 TeV &lt; $m_B$ &lt; 2.0 TeV."
2409.20273,"A search for $T$ and $Y$ vector-like quarks produced in proton-proton collisions at a centre-of-mass energy of $13\,\text{TeV}$ and decaying into $Wb$ in the fully hadronic final state is presented. The search uses 139 fb$^{-1}$ of data collected by the ATLAS detector at the LHC from 2015 to 2018. The final state is characterised by a hadronically decaying $W$ boson with large Lorentz boost and a $b$-tagged jet, which are used to reconstruct the invariant mass of the vector-like quark candidate. The main background is QCD multijet production, which is estimated using a data-driven method. Upon finding no significant excess in data, mass limits at 95% confidence level are obtained as a function of the global coupling parameter, $κ$. The observed lower limits on the masses of $Y$ quarks with $κ= 0.5$ and $κ= 0.7$ are 2.0 TeV and 2.4 TeV, respectively. For $T$ quarks, the observed mass limits are 1.4 TeV for $κ= 0.5$ and 1.9 TeV for $κ= 0.7$."
2506.15515,"A search for single production of a vector-like quark $Q$, which could be either a singlet $T$, with charge $\tfrac23$, or a $Y$ from a $(T,B,Y)$ triplet, with charge $-\tfrac43$, is performed using data from proton-proton collisions at a centre-of-mass energy of 13 TeV. The data correspond to the full integrated luminosity of 140 fb$^{-1}$ recorded with the ATLAS detector during Run~2 of the Large Hadron Collider. The analysis targets $Q \to Wb$ decays where the $W$ boson decays leptonically. The data are found to be consistent with the expected Standard Model background, so upper limits are set on the cross-section times branching ratio, and on the coupling of the $Q$ to the Standard Model sector for these two benchmark models. Effects of interference with the Standard Model background are taken into account. For the singlet $T$, the 95% confidence level limit on the coupling strength $κ$ ranges between 0.22 and 0.52 for masses from 1150 to 2300 GeV. For the $(T,B,Y)$ triplet, the limits on $κ$ vary from 0.14 to 0.46 for masses from 1150 to 2600 GeV."
2605.28538,"A search for pair-produced vector-like $T$-quarks in 139 fb$^{-1}$ of $pp$ collisions recorded by the ATLAS detector at a centre-of-mass energy $\sqrt{s}$=13 TeV is presented. The search targets signal events where at least one $T$-quark decays into a Higgs boson and a top quark, $T\rightarrow Ht$, with subsequent decays of the Higgs boson into a bottom quark-antiquark pair, $H\rightarrow b\bar{b}$, and the top quark into a light charged lepton, a neutrino and a bottom quark, $t\rightarrow\ell^+ν_\ell b$, where $\ell=e/μ$. The decay products of boosted heavy resonances are reconstructed using variable-radius, reclustered jets, and a neural network is employed to discriminate signal from Standard Model background processes. A profile-likelihood fit to the effective mass distribution is performed, and no excess above the Standard Model prediction is observed. Exclusion limits at 95% confidence level are set on the $T$-quark pair-production cross-section, corresponding to lower mass limits of 1.40 TeV in the SU(2) singlet representation, 1.56 TeV in the SU(2) doublet representation, and 1.66 TeV assuming the branching fraction of $T$-quarks to $Ht$ to be 100%."
2607.28381,A search for pair-produced vector-like T quarks (VLQs) is presented. Each VLQ is assumed to decay into a top quark and an exotic (pseudo)scalar S. The search targets events with at least one resonant $S \to γγ$ decay and large summed transverse momentum and missing transverse momentum from other final-state particles. The analysis uses data from $pp$ collisions at a centre-of-mass energy of $\sqrt{s}$ = 13 TeV recorded by the ATLAS detector from 2015 to 2018 and corresponding to an integrated luminosity of 140 fb$^{-1}$. This is the first VLQ search performed in this final state. No significant excess over the Standard Model background is observed. The analysis is model-independent to a large extent but targets cascade decays into final states with electroweak bosons or $t\bar{t}$. Results are provided in the form of upper limits on the fiducial cross-section times branching ratio as a function of the masses of the VLQ and the spin-0 particle. The fiducial volume is defined by kinematic requirements on the photons from the spin-0 decay.
1205.1016,"This Letter presents a search for tb resonances in 1.04/fb of LHC proton-proton collision data collected by the ATLAS detector at a center-of-mass energy of 7 TeV. Events with a lepton, missing transverse momentum, and two jets are selected and the invariant mass of the corresponding final state is reconstructed. The search exploits the shape of the tb invariant mass distribution compared to the expected Standard Model backgrounds. The model of a right-handed W'_R with Standard Model-like couplings is chosen as the benchmark model for this search. No statistically significant excess of events is observed in data, and upper limits on the cross section times the branching ratio of W'_R resonances at 95% CL lie in the range 6.1-1.0 pb for W'_R masses ranging from 0.5 to 2.0 TeV. These limits are translated into a lower bound on the allowed right-handed W'_R mass, giving m_{W'_R} &gt; 1.13 TeV at 95% CL."
1408.0886,"A search for a massive $W'$ gauge boson decaying to a top quark and a bottom quark is performed with the ATLAS detector in $pp$ collisions at the LHC. The dataset was taken at a centre-of-mass energy of $\sqrt{s} = 8$ TeV and corresponds to 20.3 fb$^{-1}$ of integrated luminosity. This analysis is done in the hadronic decay mode of the top quark, where novel jet substructure techniques are used to identify jets from high-momentum top quarks. This allows for a search for high-mass $W'$ bosons in the range $1.5 - 3.0$ TeV. $b$-tagging is used to identify jets originating from $b$-quarks. The data are consistent with Standard Model background-only expectations, and upper limits at 95% confidence level are set on the $W' \rightarrow tb$ cross section times branching ratio ranging from $0.16$ pb to $0.33$ pb for left-handed $W'$ bosons, and ranging from $0.10$ pb to $0.21$ pb for $W'$ bosons with purely right-handed couplings. Upper limits at 95% confidence level are set on the $W'$-boson coupling to $tb$ as a function of the $W'$ mass using an effective field theory approach, which is independent of details of particular models predicting a $W'$ boson."
1410.4103,"A search for new charged massive gauge bosons, called $W'$, is performed with the ATLAS detector at the LHC, in proton-proton collisions at a centre-of-mass energy of $\sqrt{s}$ = 8 TeV, using a dataset corresponding to an integrated luminosity of 20.3 fb$^{-1}$. This analysis searches for $W'$ bosons in the $W' \to t\bar{b}$ decay channel in final states with electrons or muons, using a multivariate method based on boosted decision trees. The search covers masses between 0.5 and 3.0 TeV, for right-handed or left-handed $W'$ bosons. No significant deviation from the Standard Model expectation is observed and limits are set on the $W' \to t\bar{b}$ cross-section times branching ratio and on the $W'$-boson effective couplings as a function of the $W'$-boson mass using the CL$_s$ procedure. For a left-handed (right-handed) $W'$ boson, masses below 1.70 (1.92) TeV are excluded at 95% confidence level."
1512.03704,"Charged Higgs bosons heavier than the top quark and decaying via $H^{\pm} \rightarrow tb$ are searched for in proton--proton collisions measured with the ATLAS experiment at $\sqrt{s}=8$ TeV corresponding to an integrated luminosity of 20.3 fb$^{-1}$. The production of a charged Higgs boson in association with a top quark, $gb \rightarrow tH^{\pm}$, is explored in the mass range 200 to 600 GeV using multi-jet final states with one electron or muon. In order to separate the signal from the Standard Model background, analysis techniques combining several kinematic variables are employed. An excess of events above the background-only hypothesis is observed across a wide mass range, amounting to up to 2.4 standard deviations. Upper limits are set on the $gb\rightarrow tH^{\pm}$ production cross section times the branching fraction $\mathrm{BR}(H^{\pm} \rightarrow tb)$. Additionally, the complementary $s$-channel production, $qq' \rightarrow H^{\pm}$, is investigated through a reinterpretation of $W' \rightarrow tb$ searches in ATLAS. Final states with one electron or muon are relevant for $H^{\pm}$ masses from 0.4 to 2.0 TeV, whereas the all-hadronic final state covers the range 1.5 to 3.0 TeV. In these search channels, no significant excesses from the predictions of the Standard Model are observed, and upper limits are placed on the $qq' \rightarrow H^{\pm}$ production cross section times the branching fraction BR$(H^{\pm} \rightarrow tb)$."
1801.07893,"A search for $W'$-boson production in the $W' \rightarrow t\bar{b} \rightarrow q\bar{q}' b\bar{b}$ decay channel is presented using 36.1 fb$^{-1}$ of 13 TeV proton-proton collision data collected by the ATLAS detector at the Large Hadron Collider in 2015 and 2016. The search is interpreted in terms of both a left-handed and a right-handed chiral $W'$ boson within the mass range 1-5 TeV. Identification of the hadronically decaying top quark is performed using jet substructure tagging techniques based on a shower deconstruction algorithm. No significant deviation from the Standard Model prediction is observed and the results are expressed as upper limits on the $W' \rightarrow t\bar{b}$ production cross-section times branching ratio as a function of the $W'$-boson mass. These limits exclude $W'$ bosons with right-handed couplings with masses below 3.0 TeV and $W'$ bosons with left-handed couplings with masses below 2.9 TeV, at the 95% confidence level."
1807.10473,"A search for new charged massive gauge bosons, $W^\prime$, is performed with the ATLAS detector at the LHC. Data were collected in proton-proton collisions at a centre-of-mass energy of $\sqrt{s}$ = 13 TeV and correspond to an integrated luminosity of 36.1 $\textrm{fb}^{-1}$. This analysis searches for $W^\prime$ bosons in the $W^\prime \rightarrow t\bar{b}$ decay channel in final states with an electron or muon plus jets. The search covers resonance masses between 0.5 and 5.0 TeV and considers right-handed $W^\prime$ bosons. No significant deviation from the Standard Model (SM) expectation is observed and upper limits are set on the $W^\prime \rightarrow t\bar{b}$ cross section times branching ratio and the $W^\prime$ boson effective couplings as a function of the $W^\prime$ boson mass. For right-handed $W^\prime$ bosons with coupling to the SM particles equal to the SM weak coupling constant, masses below 3.15 TeV are excluded at the 95% confidence level. This search is also combined with a previously published ATLAS result for $W^\prime \rightarrow t\bar{b}$ in the fully hadronic final state. Using the combined searches, right-handed $W^\prime$ bosons with masses below 3.25 TeV are excluded at the 95% confidence level."
1808.03599,"A search for charged Higgs bosons heavier than the top quark and decaying via $H^\pm \rightarrow tb$ is presented. The data analysed corresponds to 36.1 fb$^{-1}$ of $pp$ collisions at $\sqrt{s}$ = 13 TeV and was recorded with the ATLAS detector at the LHC in 2015 and 2016. The production of a charged Higgs boson in association with a top quark and a bottom quark, $pp \rightarrow tb H^\pm$, is explored in the mass range from $m_{H^\pm}$ = 200 to 2000 GeV using multi-jet final states with one or two electrons or muons. Events are categorised according to the multiplicity of jets and how likely these are to have originated from hadronisation of a bottom quark. Multivariate techniques are used to discriminate between signal and background events. No significant excess above the background-only hypothesis is observed and exclusion limits are derived for the production cross-section times branching fraction of a charged Higgs boson as a function of its mass, which range from 2.9 pb at $m_{H^\pm}$ = 200 GeV to 0.070 pb at $m_{H^\pm}$ = 2000 GeV. The results are interpreted in two benchmark scenarios of the Minimal Supersymmetric Standard Model."
2102.10076,"A search for charged Higgs bosons decaying into a top quark and a bottom quark is presented. The data analysed correspond to 139 fb$^{-1}$ of proton-proton collisions at $\sqrt{s}$=13TeV, recorded with the ATLAS detector at the LHC. The production of a heavy charged Higgs boson in association with a top quark and a bottom quark, $pp\rightarrow tbH^{+}\rightarrow tbtb$, is explored in the $H^+$ mass range from 200 to 2000 GeV using final states with jets and one electron or muon. Events are categorised according to the multiplicity of jets and $b$-tagged jets, and multivariate analysis techniques are used to discriminate between signal and background events. No significant excess above the background-only hypothesis is observed and exclusion limits are derived for the production cross-section times branching ratio of a charged Higgs boson as a function of its mass; they range from 3.6 pb at 200 GeV to 0.036 pb at 2000 GeV at 95% confidence level. The results are interpreted in the hMSSM and $M_h^{125}$ scenarios."
2308.08521,"A search for a new massive charged gauge boson, $W'$, is performed with the ATLAS detector at the LHC. The dataset used in this analysis was collected from proton-proton collisions at a centre-of-mass energy of $\sqrt{s} =13$ TeV, and corresponds to an integrated luminosity of 139 fb$^{-1}$. The reconstructed $tb$ invariant mass is used to search for a $W'$ boson decaying into a top quark and a bottom quark. The result is interpreted in terms of a $W'$ boson with purely right-handed or left-handed chirality in a mass range of 0.5-6 TeV. Different values for the coupling of the $W'$ boson to the top and bottom quarks are considered, taking into account interference with single-top-quark production in the $s$-channel. No significant deviation from the background prediction is observed. The results are expressed as upper limits on the $W' \rightarrow tb$ production cross-section times branching ratio as a function of the $W'$-boson mass and in the plane of the coupling vs the $W'$-boson mass."
1112.5755,"This letter presents a search for singly produced vector-like quarks, Q, coupling to light quarks, q. The search is sensitive to both charged current (CC) and neutral current (NC) processes, p p --&gt; Q q --&gt; W q q' and p p --&gt; Q q --&gt; Z q q' with a leptonic decay of the vector gauge boson. In 1.04/fb of data taken in 2011 by the ATLAS experiment at a center-of-mass energy sqrt(s) = 7 TeV, no evidence of such heavy vector-like quarks is observed above the expected Standard Model background. Limits on the heavy vector-like quark production cross section times branching ratio as a function of mass m_Q are obtained. For a coupling kappa_(qQ) = v/m_Q, where v is the Higgs vacuum expectation value, 95% C.L. lower limits on the mass of a vector-like quark are set at 900 GeV and 760 GeV from CC and NC processes, respectively."
1202.3076,"A search is presented for production of a heavy up-type quark (t') together with its antiparticle, assuming subsequent decay to a W boson and a b quark, t't'bar -&gt; W+b W-bbar. The search is based on 1.04 fb^-1 of proton-proton collisions at sqrt(s) = 7 TeV collected by the ATLAS detector at the CERN Large Hadron Collider. Data are analyzed in the lepton+jets final state, characterized by a high transverse momentum isolated electron or muon, high missing transverse momentum and at least three jets. No significant excess of events above the background expectation is observed. A 95% C.L. lower limit is set at m(t') &gt; 404 GeV."
1202.3389,"A search is presented for heavy-quark pair production (QQbar) under the decay hypothesis QQbar to WqWq with q = u,d,c,s,b. The search is performed with 1.04 fb^-1 of integrated luminosity from pp collisions at sqrt(s) = 7 TeV collected by the ATLAS detector at the CERN LHC. Dilepton final states are selected, requiring large missing transverse momentum and at least two jets. Mass reconstruction of heavy quark candidates is performed by assuming that the W boson decay products are nearly collinear. The data are in agreement with Standard Model expectations; a heavy quark with mass less than 350 GeV is excluded at 95% confidence level."
1202.6540,"This Letter presents a search for pair production of heavy down-type quarks decaying via b'-&gt;Wt in the lepton + jets channel, as b'b'-&gt;WtWt-&gt;bbWWWW-&gt;lvbbqqqqqq. In addition to requiring exactly one lepton, large missing transverse momentum and at least six jets, the invariant mass of nearby jet pairs is used to identify high transverse momentum W bosons. In data corresponding to an integrated luminosity of 1.04 fb^-1 from pp collisions at sqrt(s) = 7 TeV recorded with the ATLAS detector, a heavy down-type quark with mass less than 480 GeV is excluded at the 95% confidence level."
1204.1265,"A search is reported for the pair production of a new quark, b', with at least one b' decaying to a Z boson and a bottom quark. The data, corresponding to 2.0 fb^-1 of integrated luminosity, were collected from pp collisions at sqrt(s) = 7 TeV with the ATLAS detector at the CERN Large Hadron Collider. Using events with a b-tagged jet and a Z boson reconstructed from opposite-charge electrons, the mass distribution of large transverse momentum b' candidates is tested for an enhancement. No evidence for a b' signal is detected in the observed mass distribution, resulting in the exclusion at 95% confidence level of b' quarks with masses m_{b'} &lt; 400 GeV that decay entirely via b' to Z+b. In the case of a vector-like singlet b' mixing solely with the third Standard Model generation, masses m_{b'} &lt; 358 GeV are excluded."
1209.4186,"The results of a search for direct pair production of heavy top-quark partners in 4.7 fb-1 of integrated luminosity from pp collisions at sqrt(s) = 7 TeV collected by the ATLAS detector at the LHC are reported. Heavy top-quark partners decaying into a top quark and a neutral non-interacting particle are searched for in events with two leptons in the final state. No excess above the Standard Model expectation is observed. Limits are placed on the mass of a supersymmetric scalar top and of a spin-1/2 top-quark partner. A spin-1/2 top-quark partner with a mass between 300 GeV and 480 GeV, decaying to a top quark and a neutral non-interacting particle lighter than 100 GeV, is excluded at 95% confidence level."
1210.5468,"A search is presented for production of a heavy up-type quark (t') together with its antiparticle, assuming a significant branching ratio for subsequent decay into a W boson and a b quark. The search is based on 4.7 fb^-1 of pp collisions at sqrt(s)=7 TeV recorded in 2011 with the ATLAS detector at the CERN Large Hadron Collider. Data are analyzed in the lepton+jets final state, characterized by a high-transverse-momentum isolated electron or muon, large missing transverse momentum and at least three jets. The analysis strategy relies on the substantial boost of the W bosons in the t't'bar signal when mt'&gt;=400 GeV. No significant excess of events above the Standard Model expectation is observed and the result of the search is interpreted in the context of fourth-generation and vector-like quark models. Under the assumption of a branching ratio BR(t'-&gt;Wb)=1, a fourth-generation t' quark with mass lower than 656 GeV is excluded at 95% confidence level. In addition, in light of the recent discovery of a new boson of mass ~126 GeV at the LHC, upper limits are derived in the two-dimensional plane of BR(t'-&gt;Wb) versus BR(t'-&gt;Ht), where H is the Standard Model Higgs boson, for vector-like quarks of various masses."
1509.04261,"A search is presented for pair production of a new heavy quark ($Q$) that decays into a $W$ boson and a light quark ($q$) in the final state where one $W$ boson decays leptonically (to an electron or muon plus a neutrino) and the other $W$ boson decays hadronically. The analysis is performed using an integrated luminosity of 20.3 fb$^{-1}$ of $pp$ collisions at $\sqrt{s} = 8$ TeV collected by the ATLAS detector at the LHC. No evidence of $Q\bar{Q}$ production is observed. New chiral quarks with masses below 690 GeV are excluded at 95% confidence level, assuming BR$(Q\to Wq)=1$. Results are also interpreted in the context of vectorlike quark models, resulting in the limits on the mass of a vectorlike quark in the two-dimensional plane of BR$(Q\to Wq)$ versus BR$(Q\to Hq)$."
1301.1583,"The results of a search for an excited bottom-quark b* in pp collisions at sqrt(s)=7 TeV, using 4.7/fb of data collected by the ATLAS detector at the LHC are presented. In the model studied, a single b*-quark is produced through a chromomagnetic interaction and subsequently decays to a W boson and a top-quark. The search is performed in the dilepton and lepton+jets final states, which are combined to set limits on b*-quark couplings for a range of b*-quark masses. For a benchmark with unit size chromomagnetic and Standard Model-like electroweak b* couplings, b*-quarks with masses less than 870 GeV are excluded at the 95% credibility level."
1510.02664,"A search for vector-like quarks and excited quarks in events containing a top quark and a $W$ boson in the final state is reported here. The search is based on $20.3 {fb}^{-1}$ of proton--proton collision data taken at the LHC at a centre-of-mass energy of 8 TeV recorded by the ATLAS detector. Events with one or two leptons, and one, two or three jets are selected with the additional requirement that at least one jet contains a $b$-quark. Single-lepton events are also required to contain at least one large-radius jet from the hadronic decay of a high-$p_\mathrm{T}$ $W$ boson or a top quark. No significant excess over the expected background is observed and upper limits on the cross-section times branching ratio for different vector-like quark and excited-quark model masses are derived. For the excited-quark production and decay to $Wt$ with unit couplings, quarks with masses below 1500 GeV are excluded and coupling-dependent limits are set."
1209.6593,"This paper presents a search for a new heavy particle produced in association with a top or antitop quark. Two models in which the new heavy particle is a color singlet or a color triplet are considered, decaying respectively to tbarq or tq, leading to a resonance within the ttbar + jets signature. The full 2011 ATLAS pp collision dataset from the LHC (4.7 fb-1) is used to search for ttbar events produced in association with jets, in which one of the W bosons from the top quarks decays leptonically and the other decays hadronically. The data are consistent with the Standard Model expectation, and a new particle with mass below 430 GeV for both W boson and color triplet models is excluded at 95% confidence level, assuming unit right-handed coupling."
2304.01678,"A search for the associated production of a heavy resonance with a top-quark or a top-antitop-quark pair, and decaying into a $t\bar{t}$ pair is presented. The search uses the data recorded by the ATLAS detector in $pp$ collisions at $\sqrt{s}= 13$ TeV at the Large Hadron Collider during the years 2015-2018, corresponding to an integrated luminosity of 139 fb$^{-1}$. Events containing exactly one electron or muon are selected. The two hadronically decaying top quarks from the resonance decay are reconstructed using jets clustered with a large radius parameter of $R=1$. The invariant mass spectrum of the two top quark candidates is used to search for a resonance signal in the range of 1.0 TeV to 3.2 TeV. The presence of a signal is examined using an approach with minimal model dependence followed by a model-dependent interpretation. No significant excess is observed over the background expectation. Upper limits on the production cross section times branching ratio at 95% confidence level are provided for a heavy $Z^\prime$ boson based on a simplified model, for $Z^\prime$ mass between 1.0 TeV and 3.0 TeV. The observed (expected) limits range from 21 (14) fb to 119 (86) fb depending on the choice of model parameters."
2405.20061,"A search for dark mesons originating from strongly-coupled, $SU(2)$ dark flavor symmetry conserving models and decaying gaugephobically to pure Standard Model final states containing top and bottom quarks is presented. The search targets fully hadronic final states and final states with exactly one electron or muon and multiple jets. The analyzed data sample corresponds to an integrated luminosity of 140 $fb^{-1}$ of proton$-$proton collisions collected at $\sqrt{s}=13$ TeV with the ATLAS detector at the Large Hadron Collider. No significant excess over the Standard Model background expectation is observed and the results are used to set the first direct constraints on this type of model. The two-dimensional signal space of dark pion masses $m_{π_D}$ and dark rho-meson masses $m_{ρ_D}$ is scanned. For $m_{π_D}/m_{ρ_D}=0.45$, dark pions with masses $m_{π_D}&lt;940$ GeV are excluded at the 95% CL, while for $m_{π_D}/m_{ρ_D}=0.25$ masses $m_{π_D}&lt;740$ GeV are excluded."
1505.01609,"A search for the decay to a pair of new particles of either the 125 GeV Higgs boson ($h$) or a second CP-even Higgs boson ($H$) is presented. The dataset correspods to an integrated luminosity of 20.3 fb$^{-1}$ of $pp$ collisions at $\sqrt{s}=$ 8 TeV recorded by the ATLAS experiment at the LHC in 2012. The search was done in the context of the next-to-minimal supersymmetric standard model, in which the new particles are the lightest neutral pseudoscalar Higgs bosons ($a$). One of the two $a$ bosons is required to decay to two muons while the other is required to decay to two $τ$-leptons. No significant excess is observed above the expected backgrounds in the dimuon invariant mass range from 3.7 GeV to 50 GeV. Upper limits are placed on the production of $h\rightarrow{aa}$ relative to the Standard Model $gg\rightarrow{h}$ production, assuming no coupling of the $a$ boson to quarks. The most stringent limit is placed at 3.5\% for $m_a =$ 3.75 GeV. Upper limits are also placed on the production cross section of $H\rightarrow{aa}$ from 2.33 pb to 0.72 pb, for fixed $m_a$ = 5 GeV with $m_H$ ranging from 100 GeV to 500 GeV."
1606.08391,"This paper presents a dedicated search for exotic decays of the Higgs boson to a pair of new spin-zero particles, $H \rightarrow aa$, where the particle $a$ decays to $b$-quarks and has a mass in the range of 20-60 GeV. The search is performed in events where the Higgs boson is produced in association with a $W$ boson, giving rise to a signature of a lepton (electron or muon), missing transverse momentum, and multiple jets from $b$-quark decays. The analysis is based on the full dataset of $pp$ collisions at $\sqrt{s} = 13$ TeV recorded in 2015 by the ATLAS detector at the CERN Large Hadron Collider, corresponding to an integrated luminosity of 3.2 fb$^{-1}$. No significant excess of events above the Standard Model prediction is observed, and a $95\%$ confidence-level upper limit is derived for the product of the production cross section for $pp \rightarrow WH$ times the branching ratio for the decay $H \rightarrow aa \rightarrow 4b$. The upper limit ranges from 6.2 pb for an $a$-boson mass $m_a = 20$ GeV to 1.5 pb for $m_a = 60$ GeV."
1803.11145,"This Letter presents a search for exotic decays of the Higgs boson to a pair of new (pseudo)scalar particles, $H\to aa$, where the $a$ particle has a mass in the range 20-60 GeV, and where one of the $a$ bosons decays into a pair of photons and the other to a pair of gluons. The search is performed in event samples enhanced in vector-boson fusion Higgs boson production by requiring two jets with large invariant mass in addition to the Higgs boson candidate decay products. The analysis is based on the full dataset of $pp$ collisions at $\sqrt{s}= 13$ TeV recorded in 2015 and 2016 with the ATLAS detector at the CERN Large Hadron Collider, corresponding to an integrated luminosity of 36.7 fb$^{-1}$. The data are in agreement with the Standard Model predictions and an upper limit at the 95% confidence level is placed on the production cross section times the branching ratio for the decay $H\to aa\to γγgg$. This limit ranges from 3.1 pb to 9.0 pb depending on the mass of the $a$ boson."
